CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Scored Labels,Scored Probabilities,scoring_id,scoring_timestamp
less_0,36,credits_paid_to_date,radio_tv,1563,100_to_500,1_to_4,3,female,none,5,savings_insurance,27,none,own_random,1,skilled,1,yes,yes,No Risk,0.64|0.36,eeef78a2-f3d6-46d7-8ee1-4a4c1867687d,04/11/20 7:38
no_checking,25,prior_payments_delayed,appliances,4063,less_100,less_1,4,male,none,4,car_other,33,none,rent,1,skilled,2,yes,yes,No Risk,0.74|0.26,dc8bfe07-6378-4dc8-9f18-506c64cfa0cb,04/11/20 7:38
less_0,31,credits_paid_to_date,car_new_random,6390,500_to_1000,4_to_7,3,female,none,3,unknown,43,stores,own,2,skilled,1,none,yes,No Risk,0.56|0.44,ba62928a-d166-46de-875c-6725d6769fed,04/11/20 7:38
no_checking,24,all_credits_paid_back,car_new,3030,100_to_500,4_to_7,3,female,none,3,savings_insurance,19,none,own,1,unskilled,1,none,yes,No Risk,0.78|0.22,60ba5aed-049c-40c0-815d-b98053199482,04/11/20 7:38
no_checking,19,all_credits_paid_back,furniture,7850,500_to_1000,1_to_4,3,male,co-applicant,1,real_estate,33,stores,own,2,skilled,1,yes,yes,No Risk,0.64|0.36,e326c785-c730-40eb-b99c-87eec698084b,04/11/20 7:38
less_0,27,prior_payments_delayed,car_new,-533,less_100,less_1,3,female,none,3,car_other,33,none,free,1,skilled,1,yes,yes,No Risk,0.69|0.31,6da60218-39d9-4abe-9e84-9acd079cc0ca,04/11/20 7:38
no_checking,31,credits_paid_to_date,radio_tv,3540,less_100,greater_7,3,female,none,3,car_other,26,none,free,2,skilled,1,yes,yes,Risk,0.42|0.58,90f2c23d-e1d8-4179-bdd5-a9f848ff5490,04/11/20 7:38
0_to_200,16,outstanding_credit,radio_tv,1796,less_100,unemployed,4,male,none,3,savings_insurance,23,stores,rent,2,unemployed,1,none,yes,No Risk,0.82|0.18,e5582df7-b660-4ba6-879a-ee6292b783ae,04/11/20 7:38
less_0,17,outstanding_credit,furniture,11803,less_100,1_to_4,1,male,none,2,savings_insurance,29,stores,rent,1,management_self-employed,1,none,yes,No Risk,0.74|0.26,d9b5fb9d-a1c6-4f85-bb28-b90c83c1058c,04/11/20 7:38
no_checking,16,credits_paid_to_date,car_new,7388,unknown,greater_7,5,male,none,3,unknown,19,stores,own,1,skilled,1,yes,yes,No Risk,0.65|0.35,1b00725f-9fb7-443c-8516-a3cbb5097db8,04/11/20 7:38
no_checking,30,credits_paid_to_date,repairs,721,100_to_500,4_to_7,4,male,none,3,car_other,54,none,free,2,skilled,1,yes,yes,No Risk,0.55|0.45,0858f926-e35b-40fc-b155-7ebb34eb4940,04/11/20 7:38
no_checking,20,prior_payments_delayed,car_new,5612,500_to_1000,4_to_7,4,male,co-applicant,3,savings_insurance,31,none,own,3,skilled,1,none,yes,Risk,0.46|0.54,34fb8216-0578-41ad-b0eb-77de670a9ae4,04/11/20 7:38
no_checking,22,all_credits_paid_back,radio_tv,2558,greater_1000,greater_7,3,female,none,4,unknown,19,none,own,2,skilled,1,none,yes,Risk,0.41|0.59,b5776b80-d5ad-4120-84bb-8f0daea003f2,04/11/20 7:38
less_0,30,credits_paid_to_date,car_new,2901,less_100,4_to_7,1,female,co-applicant,3,real_estate,42,stores,own,2,skilled,1,yes,yes,No Risk,0.62|0.38,73327b18-bec7-49c9-b046-f4c29feccb54,04/11/20 7:38
no_checking,8,outstanding_credit,furniture,5829,100_to_500,unemployed,2,female,none,5,unknown,35,none,own,1,skilled,1,yes,yes,Risk,0.39|0.61,d3437349-2b00-448c-9dcc-f0d12e7faa97,04/11/20 7:38
less_0,21,outstanding_credit,furniture,-645,less_100,less_1,3,female,none,4,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,0.94|0.06,c67c1962-96a4-4ee0-992d-84b106234ca2,04/11/20 7:38
no_checking,4,all_credits_paid_back,car_used,3738,100_to_500,4_to_7,2,male,none,3,car_other,19,none,own,2,skilled,1,yes,yes,No Risk,0.63|0.37,1ed977d7-2634-4a65-a93b-4cec73cb6469,04/11/20 7:38
no_checking_random,30,prior_payments_delayed,car_used,1440,500_to_1000,1_to_4,2,female,none,3,savings_insurance,26,stores,own,1,skilled,1,yes,yes,No Risk,0.67|0.33,53e11120-153d-441a-bfb8-312a718de014,04/11/20 7:38
0_to_200,23,prior_payments_delayed,furniture,10570,100_to_500,4_to_7,4,male,none,3,savings_insurance,32,none,own,1,unskilled,2,none,yes,No Risk,0.76|0.24,275561ea-1775-42ea-92bf-f770bd832676,04/11/20 7:38
no_checking,26,prior_payments_delayed,radio_tv,10042,500_to_1000,greater_7,2,female,co-applicant,5,real_estate,49,stores,own,1,skilled,1,yes,yes,Risk,0.37|0.63,72c95f93-5d8e-4bc7-8b04-ca9b3355813f,04/11/20 7:38
0_to_200,31,prior_payments_delayed,car_used,8499,500_to_1000,unemployed,4,female,none,3,car_other,19,none,own,2,skilled,1,none_random,yes,No Risk,0.57|0.43,7cb96f4f-578d-4338-b453-8a9fe548d8e3,04/11/20 7:38
less_0,19,prior_payments_delayed,repairs,283,100_to_500,less_1,4,female,none,1,savings_insurance,38,none,rent,2,skilled,1,yes,yes,No Risk,0.71|0.29,803ca8b2-a4f6-4f6f-9da2-5f9249c349d1,04/11/20 7:38
no_checking,24,prior_payments_delayed,appliances,-371,100_to_500,greater_7,3,male,none,5,car_other,32,none,own,1,unskilled,2,none,yes,No Risk,0.62|0.38,b9c4c37d-9945-49fa-8ad4-1d42ca9a324f,04/11/20 7:38
less_0,11,all_credits_paid_back,education,4815,500_to_1000,greater_7,3,male,none,1,real_estate,33,bank,own,2,skilled,1,yes,yes,No Risk,0.77|0.23,02377e3b-3966-4aee-ba54-b38af325fc34,04/11/20 7:38
no_checking,12,prior_payments_delayed,appliances,6394,500_to_1000,less_1,3,male,co-applicant,1,car_other,19,stores,own,1,skilled,1,yes,yes,No Risk,0.67|0.33,4850eb2f-f9b2-4586-84da-c5ba32631e8a,04/11/20 7:38
0_to_200,20,all_credits_paid_back,furniture,7475,less_100,unemployed,2,male,none,3,unknown,37,none,rent,1,management_self-employed,1,none,yes,No Risk,0.72|0.28,6cdd4849-d6d8-4f37-82e5-46a35ce448f3,04/11/20 7:38
0_to_200,43,credits_paid_to_date,radio_tv,10424,less_100,1_to_4,2,male,none,4,savings_insurance,41,none,own,1,management_self-employed,1,yes,yes,No Risk,0.65|0.35,f6e16326-c4dd-4d8e-9b5d-6c1d2840a598,04/11/20 7:38
less_0,26,outstanding_credit,car_used,10315,unknown,1_to_4,2,male,co-applicant,4,savings_insurance,33,none,own,1,skilled,2,yes,yes,No Risk,0.54|0.46,a6814822-e91d-4f3e-8bed-009b1a7b79f9,04/11/20 7:38
less_0,4,no_credits,furniture,2975,less_100,4_to_7,4,male,co-applicant,2,savings_insurance,37,none,rent,3,skilled,1,yes,yes,No Risk,0.73|0.27,be3f394d-4196-47c9-8318-2d650eb910fc,04/11/20 7:38
0_to_200,22,prior_payments_delayed,furniture,10062,500_to_1000,less_1,5,male,co-applicant,3,savings_insurance,24,none,own,1,skilled,1,yes,yes,No Risk,0.58|0.42,e0fc9c40-fcb9-4cbb-b37e-a9c5c2e3abe0,04/11/20 7:38
greater_200,29,credits_paid_to_date,car_used,5348,100_to_500,less_1,2,male,none,3,car_other,22,stores,free,2,skilled,1,yes,yes,No Risk,0.7|0.3,110d7bd1-7e16-4f68-b36d-5442ddfe41ab,04/11/20 7:38
less_0,4,credits_paid_to_date,car_new,9919,greater_1000,4_to_7,1,male,none,1,savings_insurance,51,none,own,1,skilled,1,none,yes,No Risk,0.79|0.21,aaff06b5-91da-487f-bf89-dd17d26ab09d,04/11/20 7:38
0_to_200,18,credits_paid_to_date,radio_tv,6442,greater_1000,1_to_4,2,female,none,2,real_estate,38,none,own,1,skilled,1,yes,yes,No Risk,0.79|0.21,53fb1f41-e294-4d02-a3ac-7f3ab4526907,04/11/20 7:38
less_0,27,credits_paid_to_date,furniture,1758,unknown,4_to_7,2,female,none,3,savings_insurance,26,none,free,1,skilled,1,yes,yes,No Risk,0.58|0.42,7f85ba5a-ccaa-4765-a069-58062a80a7ee,04/11/20 7:38
0_to_200,19,outstanding_credit,car_used,4994,100_to_500,greater_7,4,male,none,5,savings_insurance_random,51,none,own,1,skilled,1,none,yes,No Risk,0.63|0.37,aeb2fe8d-803d-4a7b-8c92-26002faacec9,04/11/20 7:38
less_0,16,credits_paid_to_date,repairs,-753,500_to_1000,1_to_4,3,female,none,3,car_other,26,none,rent,1,unskilled,1,none,yes,No Risk,0.94|0.06,1f7dc05d-2bbe-49d5-b6e9-08ececd1aec7,04/11/20 7:38
less_0,17,credits_paid_to_date,car_new,2907,500_to_1000,less_1,3,male,none,2,savings_insurance_random,21,none,own,1,skilled,1,none,yes,No Risk,0.92|0.08,b3efbab2-3036-486d-ad37-f4fb226c3468,04/11/20 7:38
less_0,17,credits_paid_to_date,appliances,1786,greater_1000,4_to_7,3,male,none,4,unknown,24,none,own,1,skilled,1,none,yes,No Risk,0.75|0.25,03895b5b-6687-4192-8e2a-a792e68b83b3,04/11/20 7:38
no_checking,16,outstanding_credit,car_used,1547,100_to_500,less_1,3,male,none,4,real_estate,46,stores,own,2,management_self-employed,2,none,yes,No Risk,0.71|0.29,277bef58-5c66-4641-86cd-d72714caed87,04/11/20 7:38
no_checking,30,prior_payments_delayed,business,771,greater_1000,less_1,2,male,none,4,unknown,36,none,own,1,management_self-employed,1,yes,yes,No Risk,0.66|0.34,86a5d1e1-42ac-45aa-a3f8-5b1717234555,04/11/20 7:38
no_checking,24,prior_payments_delayed,car_new,8004,500_to_1000,1_to_4,2,female,none,4,unknown,34,bank,own,1,unskilled,2,none,yes,No Risk,0.54|0.46,dcae2762-088e-49e5-9120-216e23f8abb4,04/11/20 7:38
less_0,29,credits_paid_to_date,education,3613,greater_1000,4_to_7,4,male,co-applicant,3,savings_insurance,34,none,own,1,management_self-employed,1,yes,no,Risk,0.49|0.51,c2a4246a-2222-4afc-8447-d4e72aa468ad,04/11/20 7:38
no_checking,21,credits_paid_to_date,furniture,-81,less_100,less_1,4,male,none,4,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,0.7|0.3,1a0650d5-0f78-4830-99e2-2dc982502a97,04/11/20 7:38
no_checking,16,prior_payments_delayed,furniture,7622,less_100,less_1,4,female,co-applicant,2,real_estate,44,none,own,2,skilled,1,yes,yes,No Risk,0.63|0.37,75f41dd0-f979-49c2-955c-4f8a5032ee42,04/11/20 7:38
less_0,45,prior_payments_delayed,appliances,6635,100_to_500,4_to_7,2,female,none,1,unknown,38,none,own,1,unskilled,1,yes,yes,No Risk,0.56|0.44,78832b49-11f5-4174-895a-c069c98f5823,04/11/20 7:38
0_to_200,5,prior_payments_delayed,car_new,-872,less_100,4_to_7,3,male,none,2,real_estate,19,none,own,2,skilled,1,yes,yes,No Risk,0.86|0.14,9b96592f-e2e9-4e93-9c30-93c3211d0c48,04/11/20 7:38
0_to_200,13,outstanding_credit,repairs,12680,100_to_500,4_to_7,3,male,co-applicant,2,car_other,57,stores,own,1,unskilled,1,none,yes,No Risk,0.56|0.44,5762443d-29d0-44de-a9dc-4570fe8fc7ba,04/11/20 7:38
no_checking,17,all_credits_paid_back,car_used,3005,100_to_500,unemployed,2,female,co-applicant,3,car_other,19,none,rent,1,skilled,1,yes,yes,No Risk,0.58|0.42,fbd5badc-24dc-4908-9c78-8ea541af0f3b,04/11/20 7:38
less_0,25,credits_paid_to_date,radio_tv,2367,100_to_500,4_to_7,4,male,none,2,unknown,24,stores,rent,1,skilled,1,none,yes,No Risk,0.79|0.21,7e8c71ec-f9c6-400c-8bab-d9a63b6ba36f,04/11/20 7:38
no_checking,49,credits_paid_to_date,appliances,2210,500_to_1000,unemployed,4,male,none,4,real_estate,20,none,rent,2,skilled,1,yes,yes,No Risk,0.59|0.41,4c3cd27d-b7e6-438e-a3ca-5160315a6786,04/11/20 7:38
0_to_200,14,outstanding_credit,appliances,2364,less_100_random,4_to_7,3,female,none,4,savings_insurance,40,none,own,2,skilled,1,yes,yes,No Risk,0.6|0.4,90807e3d-a8b0-4c2d-8c92-e1e2e3f61626,04/11/20 7:38
less_0,26,prior_payments_delayed,car_new,10296,500_to_1000,1_to_4,5,male,none,5,unknown,40,none,own,1,skilled,2,none,yes,No Risk,0.59|0.41,046550b0-7c75-4f56-8c67-9b5d57679e7f,04/11/20 7:38
no_checking,22,credits_paid_to_date,business,1229,less_100,less_1,4,male,none,2,savings_insurance,44,none,rent,2,skilled,2,none,yes,No Risk,0.63|0.37,167f5aab-055f-40c5-b8fd-0be914d1b62d,04/11/20 7:38
0_to_200,9,credits_paid_to_date,car_used,2118,500_to_1000,4_to_7,2,male,none,2,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk,0.96|0.04,4ab2b32d-e1e3-4b4a-beb1-9e6a5db0ba52,04/11/20 7:38
0_to_200,5,all_credits_paid_back,other,11553,less_100,1_to_4,2,female,none,2,real_estate,37,stores,own,2,skilled,1,none,yes,No Risk,0.8|0.2,85833337-eb69-4761-b96f-440ec6b10ed6,04/11/20 7:38
no_checking,39,outstanding_credit,car_used,11019,500_to_1000,4_to_7,3,male,none,2,savings_insurance,48,none,rent,2,skilled,1,none,yes,No Risk,0.56|0.44,98a9698f-e431-4968-bb01-e719dbcd2ce5,04/11/20 7:38
greater_200,26,outstanding_credit,car_new,12129,greater_1000,1_to_4,3,male,none,1,unknown,31,none,own,1,management_self-employed,1,none,yes,No Risk,0.62|0.38,c27ac8da-38e5-4715-895d-1b22e8a1288b,04/11/20 7:38
no_checking,22,all_credits_paid_back,car_used,2467,less_100_random,4_to_7,2,male,none,4,real_estate,38,none,own,3,management_self-employed,1,yes,yes,No Risk,0.62|0.38,d477eb1e-b326-4bbf-a061-b456c03ce64c,04/11/20 7:38
no_checking,4,credits_paid_to_date,radio_tv,4867,100_to_500,1_to_4,4,male,none,5,car_other,39,none,own,1,unskilled,1,yes,yes,No Risk,0.62|0.38,a7ff2f72-a602-4ef9-b4f2-3086befbc6d8,04/11/20 7:38
no_checking,9,prior_payments_delayed,car_used,8701,500_to_1000,1_to_4,1,male,none,1,car_other,57,stores,own,2,skilled,2,none,yes,No Risk,0.7|0.3,ae906b5b-f33b-4756-b9b4-c1ee5020a24f,04/11/20 7:38
less_0,30,credits_paid_to_date,car_new,584,less_100,4_to_7,2,male,guarantor,3,real_estate,61,bank,rent,2,skilled,1,none,yes,No Risk,0.67|0.33,8fd0601a-b8bd-4984-8fed-e42fae1f84a8,04/11/20 7:38
0_to_200,4,prior_payments_delayed,appliances,7607,less_100,greater_7,3,female,none,2,savings_insurance,29,none,own,1,unskilled,1,yes,yes,No Risk,0.82|0.18,8dd281ce-9b5c-4404-8d3a-ebb99b2481f1,04/11/20 7:38
0_to_200,32,prior_payments_delayed,vacation,8005,500_to_1000,unemployed,2,male,none,3,real_estate,49,bank,rent,1,management_self-employed,1,none,yes,No Risk,0.64|0.36,49fb6341-8b10-4e91-8140-25e4742b3110,04/11/20 7:38
less_0,20,outstanding_credit,car_used,12317,500_to_1000,greater_7,1,female,none,3,real_estate,50,stores,free,2,management_self-employed,1,yes,yes,Risk,0.45|0.55,9a9c3ddc-82df-4d67-b281-4c03ac58e095,04/11/20 7:38
no_checking,4,credits_paid_to_date,car_used,2412,less_100,4_to_7,4,male,none,4,car_other,27,bank,rent,2,skilled,1,none,yes,No Risk,0.63|0.37,477afdab-2f5b-422d-a147-873ed8642cc8,04/11/20 7:38
greater_200,14,prior_payments_delayed,furniture,2433,100_to_500,unemployed,4,female,none,2,unknown,46,none,own,1,skilled,1,none,yes,No Risk,0.59|0.41,47194d78-25ed-43a8-bc33-a644c36a2d4e,04/11/20 7:38
0_to_200,28,all_credits_paid_back,car_new,2080,unknown,4_to_7,4,male,none,2,unknown,19,none,own,3,unskilled,2,none,yes,No Risk,0.69|0.31,b9160336-a0ed-4148-b366-3ba3a327aff5,04/11/20 7:38
no_checking,16,outstanding_credit,furniture,5626,less_100,less_1,2,male,none,4,savings_insurance,35,none,free,1,skilled,1,yes,yes,No Risk,0.57|0.43,681ba10a-14c7-43ef-9d8c-1069e0a259d5,04/11/20 7:38
no_checking,47,all_credits_paid_back,radio_tv,12195,less_100,4_to_7,3,male,none,5,savings_insurance,45,none,own,2,skilled,1,none,yes,No Risk,0.53|0.47,793c1df9-0040-49f5-9d05-d412d9abe02a,04/11/20 7:38
0_to_200,16,credits_paid_to_date,radio_tv,4916,unknown,4_to_7,2,female,none,1,car_other,51,none,own,2,skilled,1,none,yes,No Risk,0.59|0.41,67ffc75f-bae6-4b77-9c7a-7a69a03fa63d,04/11/20 7:38
less_0,9,credits_paid_to_date,car_used,6641,500_to_1000,1_to_4,2,female,none,4,car_other,19,none,own,2,skilled,1,yes,yes,No Risk,0.66|0.34,c628c038-38a0-4300-b7f6-fb0054c6b84c,04/11/20 7:38
no_checking,33,credits_paid_to_date,radio_tv,9209,greater_1000,less_1,4,male,none,3,savings_insurance,19,none,rent,2,management_self-employed,1,yes,yes,No Risk,0.55|0.45,e298b607-3352-4497-b347-953c0217cf2f,04/11/20 7:38
no_checking_random,8,credits_paid_to_date,retraining,9051,greater_1000,1_to_4,4,female,none,3,car_other,30,none,own,2,skilled,2,none,yes,No Risk,0.72|0.28,5011c997-c490-4ac9-b682-25ef4e6eb327,04/11/20 7:38
no_checking,37,prior_payments_delayed,radio_tv,1900,500_to_1000,greater_7,3,male,none,2,car_other,35,none,own,1,skilled,1,none,yes,No Risk,0.67|0.33,c0445270-c9f8-4a59-a376-da0154fba6b8,04/11/20 7:38
no_checking,13,prior_payments_delayed,furniture,5574,500_to_1000,greater_7,3,male,none,4,savings_insurance,24,bank,free,1,skilled,1,none,yes,No Risk,0.67|0.33,dbe5ab39-3928-44e0-9d41-d625aeaf41c5,04/11/20 7:38
no_checking,35,outstanding_credit,car_used,9913,100_to_500,less_1,2,male,none,3,car_other,42,none,own,2,skilled,1,yes,yes,No Risk,0.59|0.41,5b7fe875-2808-401d-8754-3808889a5a5f,04/11/20 7:38
0_to_200,39,prior_payments_delayed,car_used,1429,less_100,1_to_4,4,female,none,1,real_estate,35,stores,rent,2,skilled,1,yes,yes,No Risk,0.7|0.3,1aef62ba-84dc-4c72-b6ff-9ff010816d52,04/11/20 7:38
less_0,9,all_credits_paid_back,car_used,4391,100_to_500,1_to_4,5,female,none,2,real_estate,29,stores,free,2,skilled,1,yes,yes,No Risk,0.79|0.21,512372ef-425d-4fcf-a705-5463d29027e4,04/11/20 7:38
less_0,35,all_credits_paid_back,furniture,1368,500_to_1000,less_1,2,male,none,2,savings_insurance,30,stores,rent,1,management_self-employed,1,yes,yes,No Risk,0.77|0.23,ea2cf852-a9e7-45f4-8f16-50a9630558ef,04/11/20 7:38
no_checking,8,prior_payments_delayed,car_used,-295,100_to_500,less_1,2,female,co-applicant,3,savings_insurance,40,none,free,2,unemployed,1,yes,yes,No Risk,0.6|0.4,2c10398a-e28f-4cd7-9a5b-ee997c32ac17,04/11/20 7:38
no_checking,40,outstanding_credit,radio_tv,3106,500_to_1000,1_to_4,4,female,none,3,car_other,33,stores,free,1,management_self-employed,1,yes,yes,Risk,0.41|0.59,a7c58102-9e1e-4d3b-84b6-4ffd8ec7571e,04/11/20 7:38
0_to_200,31,prior_payments_delayed,car_new,1764,500_to_1000,greater_7,2,female,none,5,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,No Risk,0.62|0.38,07ff71e6-7af1-4550-b304-ddedaedf1cf0,04/11/20 7:38
0_to_200,29,credits_paid_to_date,car_used,1741,greater_1000,greater_7,3,male,none,2,real_estate,54,none,own,1,management_self-employed,1,none,yes,No Risk,0.62|0.38,01e1a1df-419c-4f2c-9cf1-918eda4aa447,04/11/20 7:38
no_checking,4,credits_paid_to_date,car_used,3752,greater_1000,greater_7,2,male,none,4,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,0.71|0.29,e5f6199d-bc36-41d8-989d-57d577c11e00,04/11/20 7:38
less_0,23,credits_paid_to_date,car_used,10289,less_100_random,1_to_4,2,female,co-applicant,1,savings_insurance,23,none,own,1,skilled,2,none,yes,No Risk,0.75|0.25,53c1289a-b1f2-413d-adfc-8fad17b79bee,04/11/20 7:38
less_0,21,credits_paid_to_date,other,7088,less_100,1_to_4,3,female,none_random,2,savings_insurance,31,none,own,1,skilled,1,yes,yes,No Risk,0.74|0.26,cec6ca3a-2ce7-4e29-afd7-1a8bdfbc3c77,04/11/20 7:38
0_to_200,31,credits_paid_to_date,other,134,100_to_500,4_to_7,1,female,co-applicant,5,car_other,19,bank,own,1,skilled,1,none,yes,No Risk,0.64|0.36,e9b40bdb-8f9e-4ef1-a0bc-7a93dcc167c7,04/11/20 7:38
less_0,24,outstanding_credit,furniture,3645,100_to_500,greater_7,2,male,none,2,savings_insurance,38,none,free,2,unskilled,1,none,yes,No Risk,0.7|0.3,e386f8e5-5e2f-4c2e-aaf0-5c4435a9b26f,04/11/20 7:38
no_checking,14,credits_paid_to_date,car_new,10592,100_to_500,1_to_4,3,female,none,1,car_other,51,none,own,2,skilled,2,none,yes,Risk,0.47|0.53,d982d572-a9d9-4b17-acec-4ad787f2c3e9,04/11/20 7:38
no_checking,4,outstanding_credit,appliances,2272,500_to_1000,4_to_7,3,female,none,3,real_estate,34,stores,own,1,management_self-employed,1,yes,yes,No Risk,0.71|0.29,6ac43f0e-e9e2-4583-8453-598800f49bde,04/11/20 7:38
0_to_200,42,credits_paid_to_date,appliances,4058,less_100,4_to_7,4,male,none,3,real_estate,30,none,own,3,skilled,1,yes,yes,No Risk,0.69|0.31,009b5693-e9b3-4f98-8d74-2d63a74b1a10,04/11/20 7:38
0_to_200,33,credits_paid_to_date,furniture,12691,100_to_500,4_to_7,4,male,co-applicant,1,savings_insurance,52,none,free,2,skilled,1,yes,yes,No Risk,0.59|0.41,7deb2bac-5ff0-4971-b79c-f09e39f92d45,04/11/20 7:38
no_checking,25,credits_paid_to_date,car_used,3320,unknown,1_to_4,5,female,co-applicant,1,real_estate,41,stores,own,2,unskilled,2,yes,yes,No Risk,0.59|0.41,7b4fe1c2-a4c1-45c6-a447-a68ef614ea62,04/11/20 7:38
no_checking,8,all_credits_paid_back,education,3788,greater_1000,less_1,3,female,none,3,savings_insurance,39,bank,own,2,unskilled,2,none,yes,No Risk,0.72|0.28,d7826539-453a-4122-8dc1-345e130af268,04/11/20 7:38
0_to_200,9,credits_paid_to_date,education,11328,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,unskilled,1,yes,yes,No Risk,0.86|0.14,ef20d06f-ba6d-427d-8c2c-c230b3754b56,04/11/20 7:38
no_checking,10,credits_paid_to_date,repairs,1104,less_100,4_to_7,3,male,none,2,savings_insurance,43,none,own,1,unskilled,1,yes,yes,No Risk,0.77|0.23,17ba7964-9dc8-4c2c-b09f-ed77c8d97f66,04/11/20 7:38
0_to_200,31,prior_payments_delayed,car_new,-536,500_to_1000,4_to_7,2,male,none,2,unknown,31,none,own,1,skilled,1,yes,yes,No Risk,0.75|0.25,bfcfbbc1-673a-4018-ac33-913b2bf5c4b0,04/11/20 7:38
0_to_200,6,credits_paid_to_date,radio_tv,11550,500_to_1000,less_1,4,male,none,4,car_other,44,none_random,own,2,skilled,1,none,yes,No Risk,0.74|0.26,e37a8b07-3337-47a5-b2c7-f344bae359ae,04/11/20 7:38
less_0,32,all_credits_paid_back,car_new,2766,unknown,4_to_7,5,female,co-applicant,3,car_other,35,none,own,2,skilled,1,yes,yes,Risk,0.32|0.68,ca6008ca-3e8d-43ad-bd46-1fe5b12beb36,04/11/20 7:38
less_0,20,all_credits_paid_back,car_new,3835,unknown,1_to_4,4,male,co-applicant,3,car_other,39,none,own,2,skilled,1,none,yes,No Risk,0.64|0.36,ddb41a03-1077-4cac-879c-bd26b9fea8d9,04/11/20 7:38
0_to_200,35,all_credits_paid_back,car_new,6720,500_to_1000,less_1,2,female,none,3,real_estate,29,none,own,1,skilled,1,none,yes,No Risk,0.81|0.19,7437f430-8692-4986-b921-ca2f3407ea08,04/11/20 7:38
greater_200,41,prior_payments_delayed,business,11010,500_to_1000,less_1,2,male,none,4,car_other,19,none,free,2,skilled,1,yes,yes,No Risk,0.51|0.49,be2e5919-8246-4b7e-b10a-41b1c8c382d0,04/11/20 7:38
less_0,28,prior_payments_delayed,radio_tv,1848,unknown,less_1,3,male,none,4,unknown,39,stores,rent,1,skilled,1,none,yes,No Risk,0.66|0.34,2fedfa7e-b995-41d6-96d9-78850da0faef,04/11/20 7:38
greater_200,9,prior_payments_delayed,appliances,6691,500_to_1000,greater_7,2,female,none,3,real_estate,21,none,own,2,skilled,1,yes,yes,No Risk,0.63|0.37,b91b0668-f17a-4a04-8fa0-cff820322863,04/11/20 7:38
less_0,8,outstanding_credit,radio_tv,2435,unknown,1_to_4,1,female,guarantor,3,real_estate,38,none,own,2,skilled,1,none,yes,No Risk,0.65|0.35,4678927f-a31c-4b53-b54c-be5002ad2ac3,04/11/20 7:38
no_checking,27,all_credits_paid_back,furniture,-621,greater_1000,4_to_7,2,male,none,3,savings_insurance,25,none,free,2,skilled,1,yes,yes,No Risk,0.6|0.4,20667784-da4b-4eb2-a4c8-97ef8aa9fb14,04/11/20 7:38
less_0,25,prior_payments_delayed,furniture,3941,less_100_random,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,unskilled,1,none,yes,No Risk,0.81|0.19,a0b4c62e-9b5d-4e18-8d18-2b196493ae26,04/11/20 7:38
0_to_200,14,prior_payments_delayed,radio_tv,3818,less_100,1_to_4,3,male,none,3,car_other,47,none,own,2,management_self-employed,1,yes,yes,No Risk,0.62|0.38,d7e6733b-1145-47a1-9504-662390ffaea4,04/11/20 7:38
less_0,21,credits_paid_to_date,car_new,3576,unknown,1_to_4,2,female,none,3,real_estate,23,none,own,1,unemployed,1,none,yes,No Risk,0.86|0.14,6a534109-55e8-4fe1-ac5b-a153ca633547,04/11/20 7:38
